"","bin_ind","bin_start","bin_end","chr_ind","p.value","p.value.adj","seedPct","queryPct","logFC","seedTerritory","queryTerritory"
"44",597,56000000,57000000,4,0,0,0.992797373159623,0.994016454749439,-0.261261067837987,"6 7","2"
"45",599,58000000,59000000,4,0,0,0.973201991314479,0.976364996260284,-0.25689822823344,"6 7","2"
"46",600,59000000,60000000,4,0,0,0.988984217773541,0.993717277486911,-0.325667698900128,"6 7","2"
"47",654,113000000,114000000,4,0,0,0.840482999682237,0.456993268511593,0.420145188832941,"6 7","2"
"48",683,142000000,143000000,4,0,0,0.97447304310984,0.982797307404637,-0.277144381739882,"6 7","2"
"49",692,151000000,152000000,4,0,0,0.991738163330156,0.983694839192221,-0.262580094741874,"6 7","2"
"50",693,152000000,153000000,4,0,0,0.985276983370406,0.994764397905759,-0.274301606402533,"6 7","2"
"51",694,153000000,154000000,4,0,0,0.964516470712848,0.984293193717278,-0.303132635971277,"6 7","2"
"52",743,45000000,46000000,5,0,0,0.965575680542315,0.981002243829469,-0.284811329160499,"6 7","2"
"53",794,96000000,97000000,5,0,0,0.958690816650778,0.983395661929693,-0.317492024302828,"6 7","2"
"54",826,128000000,129000000,5,0,0,0.982099353882004,0.985041136873598,-0.257093480035835,"6 7","2"
"55",830,132000000,133000000,5,0,0,0.985065141404512,0.982797307404637,-0.335082641323948,"6 7","2"
"56",831,133000000,134000000,5,0,0,0.991102637432475,0.989528795811518,-0.278712420887951,"6 7","2"
"57",863,13000000,14000000,6,0,0,0.983158563711471,0.91264023934181,0.303050762165587,"6 7","2"
"58",865,15000000,16000000,6,0,0,0.9870776400805,0.918474195961107,0.348541951072574,"6 7","2"
"59",869,19000000,20000000,6,0,0,0.965469759559369,0.852954375467464,0.372709890598006,"6 7","2"
"60",878,28000000,29000000,6,0,0,0.994280266920877,0.953328347045625,0.331620964840864,"6 7","2"
"61",879,29000000,30000000,6,0,0,0.996822370511598,0.975617053103964,0.349155400020654,"6 7","2"
"62",880,30000000,31000000,6,0,0,0.998517106238746,0.977112939416604,0.279441879589437,"6 7","2"
"63",881,31000000,32000000,6,0,0,0.99968223705116,0.97621540762902,0.33810559622266,"6 7","2"
"64",884,34000000,35000000,6,0,0,0.99904671115348,0.985041136873598,0.298821593347222,"6 7","2"
"65",888,38000000,39000000,6,0,0,0.998199343289906,0.98623784592371,0.265817410148413,"6 7","2"
"66",897,47000000,48000000,6,0,0,0.992585531193729,0.924756918474196,0.330324147947596,"6 7","2"
"67",899,49000000,50000000,6,0,0,0.997457896409279,0.96544502617801,0.289474265398091,"6 7","2"
"68",901,51000000,52000000,6,0,0,0.998093422306959,0.962154076290202,0.389323128977632,"6 7","2"
"69",902,52000000,53000000,6,0,0,0.996504607562758,0.974569932685116,0.259013081008498,"6 7","2"
"70",904,54000000,55000000,6,0,0,0.998411185255799,0.985639491398654,0.285996284614295,"6 7","2"
"71",921,71000000,72000000,6,0,0,0.997775659358119,0.959162303664922,0.308745148637805,"6 7","2"
"72",922,72000000,73000000,6,0,0,0.999894079017053,0.979655946148093,0.365767455753774,"6 7","2"
"73",933,83000000,84000000,6,0,0,0.998940790170533,0.979506357516829,0.327676789934695,"6 7","2"
"74",934,84000000,85000000,6,0,0,0.99904671115348,0.978908002991773,0.31156410359812,"6 7","2"
"75",935,85000000,86000000,6,0,0,0.998623027221693,0.979057591623037,0.272150252237445,"6 7","2"
"76",936,86000000,87000000,6,0,0,0.997140133460439,0.990575916230366,0.286254296543865,"6 7","2"
"77",937,87000000,88000000,6,0,0,1,0.988332086761406,0.437491189619428,"6 7","2"
"78",938,88000000,89000000,6,0,0,0.999788158034107,0.982647718773373,0.359883736487993,"6 7","2"
"79",957,107000000,108000000,6,0,0,0.972990149348586,0.979207180254301,-0.28870170795736,"6 7","2"
"80",961,111000000,112000000,6,0,0,0.977438830632348,0.98548990276739,-0.277429401599873,"6 7","2"
"81",963,113000000,114000000,6,0,0,0.997351975426332,0.992819745699327,-0.289813730167589,"6 7","2"
"82",975,125000000,126000000,6,0,0,0.999258553119373,0.999401645474944,-0.471309166982585,"6 7","2"
"83",981,131000000,132000000,6,0,0,0.985806588285139,0.987584143605086,-0.37646187523387,"6 7","2"
"84",982,132000000,133000000,6,0,0,0.979133566359496,0.993118922961855,-0.394345384255064,"6 7","2"
"85",983,133000000,134000000,6,0,0,0.980510539137803,0.986686611817502,-0.448288753686046,"6 7","2"
"86",985,135000000,136000000,6,0,0,0.992479610210783,0.997905759162304,-0.306173550395121,"6 7","2"
"87",986,136000000,137000000,6,0,0,0.991950005296049,0.983844427823485,-0.334503478866692,"6 7","2"
"88",987,137000000,138000000,6,0,0,0.988984217773541,0.994764397905759,-0.430992197675715,"6 7","2"
"89",988,138000000,139000000,6,0,0,0.993962503972037,0.99775617053104,-0.424138694874975,"6 7","2"
"90",989,139000000,140000000,6,0,0,0.989513822688275,0.987135377711294,-0.331053480817644,"6 7","2"
"91",990,140000000,141000000,6,0,0,0.991632242347209,0.997456993268512,-0.314467723499471,"6 7","2"
"92",991,141000000,142000000,6,0,0,0.994598029869717,0.998803290949888,-0.45104401243774,"6 7","2"
"93",992,142000000,143000000,6,0,0,0.995445397733291,0.994166043380703,-0.37428645157905,"6 7","2"
"94",997,147000000,148000000,6,0,0,0.995869081665078,0.997307404637248,-0.298062480976798,"6 7","2"
"95",1112,112000000,113000000,7,0,0,0.99936447410232,0.982049364248317,0.286718646179495,"6 7","2"
"96",1228,82000000,83000000,8,0,0,0.932210570914098,0.955272999252057,-0.306984808589974,"6 7","2"
"97",1230,84000000,85000000,8,0,0,0.999894079017053,0.986836200448766,0.348500962548952,"6 7","2"
"98",1248,102000000,103000000,8,0,0,0.957207922889524,0.977412116679132,-0.280062482310917,"6 7","2"
"99",1249,103000000,104000000,8,0,0,0.967482258235356,0.983545250560957,-0.279619265487939,"6 7","2"
"100",1264,118000000,119000000,8,0,0,0.984641457472725,0.98698578908003,-0.309706826795439,"6 7","2"
"101",1269,123000000,124000000,8,0,0,0.99968223705116,0.992819745699327,0.531750533843198,"6 7","2"
"102",1301,25000000,26000000,9,0,0,0.956360555025951,0.965145848915482,-0.276789754100952,"6 7","2"
"103",1305,29000000,30000000,9,0,0,0.973096070331533,0.984442782348542,-0.305529338779657,"6 7","2"
"104",1321,45000000,46000000,9,0,0,0.986018430251033,0.979955123410621,-0.255188889523459,"6 7","2"
"105",1349,73000000,74000000,9,0,0,0.970871729689652,0.978608825729245,-0.28971324688038,"6 7","2"
"106",1359,83000000,84000000,9,0,0,0.954877661264697,0.973821989528796,-0.277253836788188,"6 7","2"
"107",1369,93000000,94000000,9,0,0,0.963880944815168,0.971278982797307,-0.273521003757206,"6 7","2"
"108",1389,113000000,114000000,9,0,0,0.974578964092787,0.972176514584892,-0.252937907564136,"6 7","2"
"109",1398,122000000,123000000,9,0,0,0.975002648024574,0.992370979805535,-0.393735191632425,"6 7","2"
"110",1399,123000000,124000000,9,0,0,0.966105285457049,0.980104712041885,-0.352014587199521,"6 7","2"
"111",1481,80000000,81000000,10,0,0,1,0.98548990276739,0.286716411903768,"6 7","2"
"112",1585,53000000,54000000,11,0,0,0.998834869187586,0.969334330590875,0.35632451245437,"6 7","2"
"113",1591,59000000,60000000,11,0,0,0.999788158034107,0.972924457741212,0.364531512088921,"6 7","2"
"114",1592,60000000,61000000,11,0,0,0.996928291494545,0.981750186985789,0.266214996482746,"6 7","2"
"115",1595,63000000,64000000,11,0,0,0.990784874483635,0.937621540762902,0.304039601646143,"6 7","2"
"116",1601,69000000,70000000,11,0,0,0.999470395085266,0.986686611817502,0.263472535017652,"6 7","2"
"117",1602,70000000,71000000,11,0,0,0.998940790170533,0.989678384442782,0.251143849646247,"6 7","2"
"118",1604,72000000,73000000,11,0,0,0.999152632136426,0.957816005983545,0.358310905016577,"6 7","2"
"119",1609,77000000,78000000,11,0,0,0.998517106238746,0.97247569184742,0.308766048197884,"6 7","2"
"120",1610,78000000,79000000,11,0,0,0.99968223705116,0.979506357516829,0.376415416717018,"6 7","2"
"121",1611,79000000,80000000,11,0,0,0.998305264272852,0.982198952879581,0.271145091292882,"6 7","2"
"122",1615,83000000,84000000,11,0,0,0.993432899057303,0.94794315632012,0.298640195071117,"6 7","2"
"123",1620,88000000,89000000,11,0,0,0.995233555767397,0.959910246821242,0.330516623734541,"6 7","2"
"124",1626,94000000,95000000,11,0,0,0.998305264272852,0.976065818997756,0.289394217637607,"6 7","2"
"125",1627,95000000,96000000,11,0,0,0.998728948204639,0.975317875841436,0.314187037836367,"6 7","2"
"126",1628,96000000,97000000,11,0,0,0.997669738375172,0.933133881824981,0.386086597328746,"6 7","2"
"127",1629,97000000,98000000,11,0,0,0.999894079017053,0.981451009723261,0.343800750717461,"6 7","2"
"128",1632,100000000,101000000,11,0,0,0.999894079017053,0.983096484667165,0.299018372485018,"6 7","2"
"129",1634,102000000,103000000,11,0,0,0.999152632136426,0.986537023186238,0.299720969847662,"6 7","2"
"130",1635,103000000,104000000,11,0,0,0.998940790170533,0.984891548242334,0.27175236612755,"6 7","2"
"131",1638,106000000,107000000,11,0,0,0.998517106238746,0.969334330590875,0.370428625793389,"6 7","2"
"132",1663,8000000,9000000,12,0,0,0.99904671115348,0.964996260284218,0.315140577071176,"6 7","2"
"133",1669,14000000,15000000,12,0,0,0.986548035165766,0.928795811518325,0.302935914344841,"6 7","2"
"134",1725,70000000,71000000,12,0,0,0.999152632136426,0.957965594614809,0.319180111050692,"6 7","2"
"135",1765,110000000,111000000,12,0,0,0.999258553119373,0.982797307404637,0.253937021558696,"6 7","2"
"136",1766,111000000,112000000,12,0,0,0.997987501324012,0.98698578908003,0.282723133284708,"6 7","2"
"137",1767,112000000,113000000,12,0,0,0.99968223705116,0.977412116679132,0.3322792197435,"6 7","2"
"138",1909,12000000,13000000,14,0,0,0.98125198601843,0.91189229618549,0.294756822868662,"6 7","2"
"139",1911,14000000,15000000,14,0,0,0.980828302086643,0.878384442782349,0.34949554669978,"6 7","2"
"140",1917,20000000,21000000,14,0,0,0.998199343289906,0.967090501121915,0.424633592335658,"6 7","2"
"141",1918,21000000,22000000,14,0,0,0.997881580341066,0.96020942408377,0.385486231804001,"6 7","2"
"142",1922,25000000,26000000,14,0,0,0.99936447410232,0.970381451009723,0.398680176759878,"6 7","2"
"143",1927,30000000,31000000,14,0,0,0.996504607562758,0.971129394166043,0.31898981246401,"6 7","2"
"144",1928,31000000,32000000,14,0,0,0.99968223705116,0.971877337322363,0.316335517246203,"6 7","2"
"145",1943,46000000,47000000,14,0,0,0.994598029869717,0.967090501121915,0.284614547435365,"6 7","2"
"146",1951,54000000,55000000,14,0,0,0.995975002648025,0.945998504113687,0.332409714657212,"6 7","2"
"147",1961,64000000,65000000,14,0,0,0.997351975426332,0.964248317127898,0.383416280966713,"6 7","2"
"148",1962,65000000,66000000,14,0,0,0.998411185255799,0.975317875841436,0.281651548723205,"6 7","2"
"149",1967,70000000,71000000,14,0,0,0.995975002648025,0.972625280478684,0.379869616594057,"6 7","2"
"150",1968,71000000,72000000,14,0,0,0.98156974896727,0.870456245325355,0.324798228898864,"6 7","2"
"151",1973,76000000,77000000,14,0,0,0.996398686579811,0.970979805534779,0.283773245730458,"6 7","2"
"152",1976,79000000,80000000,14,0,0,0.995551318716238,0.92490650710546,0.340642639864038,"6 7","2"
"153",1996,99000000,100000000,14,0,0,0.995657239699184,0.949588631264024,0.346208261515001,"6 7","2"
"154",2002,105000000,106000000,14,0,0,0.987289482046393,0.915183246073298,0.303198850185314,"6 7","2"
"155",2004,107000000,108000000,14,0,0,0.967164495286516,0.864921465968586,0.330802396378632,"6 7","2"
"156",2015,118000000,119000000,14,0,0,0.985806588285139,0.915931189229619,0.329063495063243,"6 7","2"
"157",2018,121000000,122000000,14,0,0,0.998517106238746,0.971727748691099,0.418232926884505,"6 7","2"
"158",2027,5000000,6000000,15,0,0,0.991738163330156,0.944353029169783,0.338144206190848,"6 7","2"
"159",2029,7000000,8000000,15,0,0,0.998834869187586,0.964397905759162,0.318120115073763,"6 7","2"
"160",2030,8000000,9000000,15,0,0,0.996398686579811,0.950486163051608,0.388880902564864,"6 7","2"
"161",2032,10000000,11000000,15,0,0,0.997034212477492,0.96020942408377,0.357266932933288,"6 7","2"
"162",2034,12000000,13000000,15,0,0,0.997246054443385,0.96469708302169,0.324858308691575,"6 7","2"
"163",2036,14000000,15000000,15,0,0,0.989407901705328,0.928197456993268,0.293004910565143,"6 7","2"
"164",2047,25000000,26000000,15,0,0,0.994598029869717,0.970830216903515,0.316358171735102,"6 7","2"
"165",2049,27000000,28000000,15,0,0,0.997987501324012,0.948242333582648,0.495324903640768,"6 7","2"
"166",2053,31000000,32000000,15,0,0,0.993115136108463,0.961256544502618,0.332211607986943,"6 7","2"
"167",2054,32000000,33000000,15,0,0,0.996822370511598,0.970531039640987,0.279611403633468,"6 7","2"
"168",2055,33000000,34000000,15,0,0,0.986548035165766,0.86207928197457,0.419906576920851,"6 7","2"
"169",2056,34000000,35000000,15,0,0,0.998199343289906,0.932086761406133,0.448775050006434,"6 7","2"
"170",2057,35000000,36000000,15,0,0,0.994280266920877,0.927748691099476,0.46803396368187,"6 7","2"
"171",2058,36000000,37000000,15,0,0,0.999152632136426,0.966043380703067,0.549810825055407,"6 7","2"
"172",2059,37000000,38000000,15,0,0,0.998305264272852,0.959910246821242,0.460711658167988,"6 7","2"
"173",2060,38000000,39000000,15,0,0,0.997987501324012,0.971727748691099,0.523933301961063,"6 7","2"
"174",2061,39000000,40000000,15,0,0,0.997775659358119,0.93717277486911,0.462500597549232,"6 7","2"
"175",2062,40000000,41000000,15,0,0,0.998623027221693,0.932685115931189,0.481991448570659,"6 7","2"
"176",2063,41000000,42000000,15,0,0,0.996610528545705,0.930142109199701,0.486241224216542,"6 7","2"
"177",2064,42000000,43000000,15,0,0,0.987501324012287,0.925804038893044,0.324967178035001,"6 7","2"
"178",2066,44000000,45000000,15,0,0,0.989513822688275,0.957367240089753,0.28020093116325,"6 7","2"
"179",2074,52000000,53000000,15,0,0,0.988772375807648,0.936724008975318,0.375589130863274,"6 7","2"
"180",2075,53000000,54000000,15,0,0,0.998623027221693,0.974270755422588,0.358927452017496,"6 7","2"
"181",2076,54000000,55000000,15,0,0,0.996610528545705,0.967988032909499,0.410242248714527,"6 7","2"
"182",2077,55000000,56000000,15,0,0,0.997140133460439,0.97247569184742,0.344613408943613,"6 7","2"
"183",2080,58000000,59000000,15,0,0,0.999894079017053,0.980852655198205,0.524625613296229,"6 7","2"
"184",2081,59000000,60000000,15,0,0,1,0.991024682124159,0.485555250505861,"6 7","2"
"185",2083,61000000,62000000,15,0,0,0.998728948204639,0.973522812266268,0.297599725871287,"6 7","2"
"186",2084,62000000,63000000,15,0,0,0.998305264272852,0.982797307404637,0.289120289427152,"6 7","2"
"187",2085,63000000,64000000,15,0,0,0.996398686579811,0.94943904263276,0.439085898405525,"6 7","2"
"188",2086,64000000,65000000,15,0,0,0.99968223705116,0.983994016454749,0.359813592446937,"6 7","2"
"189",2088,66000000,67000000,15,0,0,0.999470395085266,0.963799551234106,0.427067806012712,"6 7","2"
"190",2089,67000000,68000000,15,0,0,0.997246054443385,0.961106955871354,0.309784704817439,"6 7","2"
"191",2090,68000000,69000000,15,0,0,0.995657239699184,0.949588631264024,0.304362190182538,"6 7","2"
"192",2092,70000000,71000000,15,0,0,0.996186844613918,0.947494390426328,0.306538958049255,"6 7","2"
"193",2095,73000000,74000000,15,0,0,0.999258553119373,0.982348541510845,0.400891770515428,"6 7","2"
"194",2096,74000000,75000000,15,0,0,0.99936447410232,0.979955123410621,0.301895635606945,"6 7","2"
"195",2097,75000000,76000000,15,0,0,0.998093422306959,0.978459237097981,0.383354142963257,"6 7","2"
"196",2098,76000000,77000000,15,0,0,0.999894079017053,0.992071802543007,0.559062172848118,"6 7","2"
"197",2099,77000000,78000000,15,0,0,0.999152632136426,0.982498130142109,0.485138817359753,"6 7","2"
"198",2100,78000000,79000000,15,0,0,0.999576316068213,0.991922213911743,0.459220007681289,"6 7","2"
"199",2101,79000000,80000000,15,0,0,0.999152632136426,0.992969334330591,0.463012825861786,"6 7","2"
"200",2102,80000000,81000000,15,0,0,1,0.98922961854899,0.48967059376595,"6 7","2"
"201",2103,81000000,82000000,15,0,0,1,0.988930441286462,0.591227484772798,"6 7","2"
"202",2104,82000000,83000000,15,0,0,0.99968223705116,0.981600598354525,0.418837131464344,"6 7","2"
"203",2105,83000000,84000000,15,0,0,1,0.987434554973822,0.485686347809154,"6 7","2"
"204",2106,84000000,85000000,15,0,0,0.999470395085266,0.971428571428571,0.468794897172683,"6 7","2"
"205",2107,85000000,86000000,15,0,0,1,0.989528795811518,0.508190214523174,"6 7","2"
"206",2108,86000000,87000000,15,0,0,0.999258553119373,0.975317875841436,0.392621750359513,"6 7","2"
"207",2109,87000000,88000000,15,0,0,0.997563817392225,0.971727748691099,0.287547608917846,"6 7","2"
"208",2110,88000000,89000000,15,0,0,0.995233555767397,0.971727748691099,0.459002127386691,"6 7","2"
"209",2111,89000000,90000000,15,0,0,0.998093422306959,0.979207180254301,0.456532042961759,"6 7","2"
"210",2112,90000000,91000000,15,0,0,0.997457896409279,0.966641735228123,0.348523209408568,"6 7","2"
"211",2115,93000000,94000000,15,0,0,0.994915792818557,0.97322363500374,0.273098372275903,"6 7","2"
"212",2117,95000000,96000000,15,0,0,0.992585531193729,0.97696335078534,0.333344374581635,"6 7","2"
"213",2118,96000000,97000000,15,0,0,0.995657239699184,0.954674644727001,0.387198927855562,"6 7","2"
"214",2119,97000000,98000000,15,0,0,0.997775659358119,0.981750186985789,0.381102710841377,"6 7","2"
"215",2120,98000000,99000000,15,0,0,0.999258553119373,0.986836200448766,0.386424225927159,"6 7","2"
"216",2121,99000000,100000000,15,0,0,0.999788158034107,0.992071802543007,0.565363897239525,"6 7","2"
"217",2122,100000000,101000000,15,0,0,0.999576316068213,0.985789080029918,0.42869268415586,"6 7","2"
"218",2123,101000000,102000000,15,0,0,0.999152632136426,0.982647718773373,0.498939766509327,"6 7","2"
"219",2124,102000000,103000000,15,0,0,1,0.991623036649215,0.459729195109907,"6 7","2"
"220",2125,103000000,104000000,15,0,0,0.995869081665078,0.948242333582648,0.387060043138526,"6 7","2"
"221",2131,4000000,5000000,16,0,0,0.99936447410232,0.98474195961107,0.28740918832623,"6 7","2"
"222",2144,17000000,18000000,16,0,0,0.998728948204639,0.987284966342558,0.300186974783853,"6 7","2"
"223",2157,30000000,31000000,16,0,0,0.998199343289906,0.972326103216156,0.298835875656469,"6 7","2"
"224",2160,33000000,34000000,16,0,0,0.999470395085266,0.974569932685116,0.351062861116807,"6 7","2"
"225",2219,92000000,93000000,16,0,0,0.999576316068213,0.975916230366492,0.354240511133647,"6 7","2"
"226",2220,93000000,94000000,16,0,0,0.997563817392225,0.971578160059835,0.335753194362887,"6 7","2"
"227",2221,94000000,95000000,16,0,0,0.997457896409279,0.951533283470456,0.319127560134677,"6 7","2"
"228",2222,95000000,96000000,16,0,0,0.997987501324012,0.969483919222139,0.282632743715515,"6 7","2"
"229",2224,97000000,98000000,16,0,0,0.997775659358119,0.9754674644727,0.312562224526898,"6 7","2"
"230",2284,58000000,59000000,17,0,0,0.956890159940684,0.980553477935677,-0.272854923442123,"6 7","2"
"231",2328,7000000,8000000,18,0,0,0.988560533841754,0.937771129394166,0.278395225540963,"6 7","2"
"232",2359,38000000,39000000,18,0,0,1,0.981750186985789,0.314229935146165,"6 7","2"
"233",2378,57000000,58000000,18,0,0,0.995869081665078,0.966342557965595,0.333212227506257,"6 7","2"
"234",2381,60000000,61000000,18,0,0,0.996822370511598,0.963051608077786,0.316080229378775,"6 7","2"
"235",2382,61000000,62000000,18,0,0,0.999470395085266,0.972625280478684,0.338465825460595,"6 7","2"
"236",2415,3000000,4000000,19,0,0,0.999470395085266,0.993567688855647,0.266065921370682,"6 7","2"
"237",2416,4000000,5000000,19,0,0,0.999894079017053,0.996260284218399,0.28166242007409,"6 7","2"
"238",2618,144000000,145000000,20,0,0,0.7948310560322,0.852505609573672,-0.286153782184971,"6 7","2"
"239",2738,1,16299,22,0,0,1,1,-0.25988450450416,"6 7","2"
