"","bin_ind","bin_start","bin_end","chr_ind","p.value","p.value.adj","seedPct","queryPct","logFC","seedTerritory","queryTerritory"
"27",1610,78000000,79000000,11,0,0,0.99968223705116,0.990556821882123,0.250928505050746,"6 7","remaining"
"28",1627,95000000,96000000,11,0,0,0.998728948204639,0.988458337855928,0.265683715209789,"6 7","remaining"
"29",1629,97000000,98000000,11,0,0,0.999894079017053,0.992727667426463,0.266041336902359,"6 7","remaining"
"30",1631,99000000,100000000,11,0,0,0.997669738375172,0.981728716668476,0.267495808462976,"6 7","remaining"
"31",1922,25000000,26000000,14,0,0,0.99936447410232,0.98802416874706,0.279700878742472,"6 7","remaining"
"32",2018,121000000,122000000,14,0,0,0.998517106238746,0.984695538912406,0.261568254382586,"6 7","remaining"
"33",2027,5000000,6000000,15,0,0,0.991738163330156,0.962227287528492,0.266638650987483,"6 7","remaining"
"34",2030,8000000,9000000,15,0,0,0.996398686579811,0.980209124787438,0.297085921485613,"6 7","remaining"
"35",2047,25000000,26000000,15,0,0,0.994598029869717,0.980462390100944,0.254874686119333,"6 7","remaining"
"36",2049,27000000,28000000,15,0,0,0.997987501324012,0.978508629111039,0.409552995367988,"6 7","remaining"
"37",2054,32000000,33000000,15,0,0,0.996822370511598,0.972176996273382,0.258723682542129,"6 7","remaining"
"38",2055,33000000,34000000,15,0,0,0.986548035165766,0.927855566409783,0.257213004520934,"6 7","remaining"
"39",2056,34000000,35000000,15,0,0,0.998199343289906,0.964759940663555,0.352419624345423,"6 7","remaining"
"40",2057,35000000,36000000,15,0,0,0.994280266920877,0.962154926010348,0.318854235606383,"6 7","remaining"
"41",2058,36000000,37000000,15,0,0,0.999152632136426,0.984767900430551,0.401939352859536,"6 7","remaining"
"42",2059,37000000,38000000,15,0,0,0.998305264272852,0.982488512608995,0.373549705418166,"6 7","remaining"
"43",2060,38000000,39000000,15,0,0,0.997987501324012,0.978798075183617,0.433308135310912,"6 7","remaining"
"44",2061,39000000,40000000,15,0,0,0.997775659358119,0.961901660696841,0.384439833796658,"6 7","remaining"
"45",2062,40000000,41000000,15,0,0,0.998623027221693,0.962372010564782,0.382522714913518,"6 7","remaining"
"46",2063,41000000,42000000,15,0,0,0.996610528545705,0.961865479937769,0.341425285723398,"6 7","remaining"
"47",2074,52000000,53000000,15,0,0,0.988772375807648,0.958500669344043,0.282743228576514,"6 7","remaining"
"48",2075,53000000,54000000,15,0,0,0.998623027221693,0.985889503961793,0.285077355390361,"6 7","remaining"
"49",2076,54000000,55000000,15,0,0,0.996610528545705,0.982235247295488,0.358295676528264,"6 7","remaining"
"50",2077,55000000,56000000,15,0,0,0.997140133460439,0.985346792575708,0.29489133643259,"6 7","remaining"
"51",2080,58000000,59000000,15,0,0,0.999894079017053,0.991388979340787,0.441583869765756,"6 7","remaining"
"52",2081,59000000,60000000,15,0,0,1,0.994500524621007,0.433134394834226,"6 7","remaining"
"53",2082,60000000,61000000,15,0,0,0.990255269568902,0.973877491949781,0.300134777943238,"6 7","remaining"
"54",2083,61000000,62000000,15,0,0,0.998728948204639,0.982597054886212,0.41319400984459,"6 7","remaining"
"55",2084,62000000,63000000,15,0,0,0.998305264272852,0.985853323202721,0.381767383538536,"6 7","remaining"
"56",2085,63000000,64000000,15,0,0,0.996398686579811,0.964940844458917,0.385314566448836,"6 7","remaining"
"57",2086,64000000,65000000,15,0,0,0.99968223705116,0.991967871485944,0.356326029364699,"6 7","remaining"
"58",2088,66000000,67000000,15,0,0,0.999470395085266,0.978544809870111,0.380985600776032,"6 7","remaining"
"59",2089,67000000,68000000,15,0,0,0.997246054443385,0.977785013929592,0.253285058862915,"6 7","remaining"
"60",2095,73000000,74000000,15,0,0,0.999258553119373,0.990231195050472,0.370523465857344,"6 7","remaining"
"61",2096,74000000,75000000,15,0,0,0.99936447410232,0.988675422410362,0.272631323507206,"6 7","remaining"
"62",2097,75000000,76000000,15,0,0,0.998093422306959,0.986794022938601,0.31087899892015,"6 7","remaining"
"63",2098,76000000,77000000,15,0,0,0.999894079017053,0.995405043597815,0.500921863692067,"6 7","remaining"
"64",2099,77000000,78000000,15,0,0,0.999152632136426,0.990954810231919,0.399654469346209,"6 7","remaining"
"65",2100,78000000,79000000,15,0,0,0.999576316068213,0.996201020297406,0.384787587233929,"6 7","remaining"
"66",2101,79000000,80000000,15,0,0,0.999152632136426,0.995187959043381,0.445487366447019,"6 7","remaining"
"67",2102,80000000,81000000,15,0,0,1,0.992293498317595,0.443397810330173,"6 7","remaining"
"68",2103,81000000,82000000,15,0,0,1,0.995368862838742,0.4155598005056,"6 7","remaining"
"69",2104,82000000,83000000,15,0,0,0.99968223705116,0.989833206700677,0.309606007018648,"6 7","remaining"
"70",2105,83000000,84000000,15,0,0,1,0.991388979340787,0.410957718441493,"6 7","remaining"
"71",2106,84000000,85000000,15,0,0,0.999470395085266,0.987409095842831,0.374993025300687,"6 7","remaining"
"72",2107,85000000,86000000,15,0,0,1,0.992872390462752,0.468385968800195,"6 7","remaining"
"73",2108,86000000,87000000,15,0,0,0.999258553119373,0.990810087195629,0.334000719604453,"6 7","remaining"
"74",2109,87000000,88000000,15,0,0,0.997563817392225,0.984731719671479,0.265886815953956,"6 7","remaining"
"75",2110,88000000,89000000,15,0,0,0.995233555767397,0.985274431057564,0.351202639102338,"6 7","remaining"
"76",2111,89000000,90000000,15,0,0,0.998093422306959,0.983754839176526,0.36720723285181,"6 7","remaining"
"77",2112,90000000,91000000,15,0,0,0.997457896409279,0.975650349144325,0.298996398003287,"6 7","remaining"
"78",2115,93000000,94000000,15,0,0,0.994915792818557,0.978544809870111,0.267754342811295,"6 7","remaining"
"79",2117,95000000,96000000,15,0,0,0.992585531193729,0.982018162741054,0.274891146778705,"6 7","remaining"
"80",2118,96000000,97000000,15,0,0,0.995657239699184,0.979811136437643,0.281397550501591,"6 7","remaining"
"81",2119,97000000,98000000,15,0,0,0.997775659358119,0.984767900430551,0.31808390922325,"6 7","remaining"
"82",2120,98000000,99000000,15,0,0,0.999258553119373,0.991967871485944,0.372253972147271,"6 7","remaining"
"83",2121,99000000,100000000,15,0,0,0.999788158034107,0.995405043597815,0.512465973362826,"6 7","remaining"
"84",2122,100000000,101000000,15,0,0,0.999576316068213,0.992148775281305,0.367380978574043,"6 7","remaining"
"85",2123,101000000,102000000,15,0,0,0.999152632136426,0.991569883136148,0.424550434626715,"6 7","remaining"
"86",2124,102000000,103000000,15,0,0,1,0.994174897789356,0.426427388784082,"6 7","remaining"
"87",2125,103000000,104000000,15,0,0,0.995869081665078,0.968124751257281,0.30746323965655,"6 7","remaining"
"88",2160,33000000,34000000,16,0,0,0.999470395085266,0.989181953037375,0.252462354982933,"6 7","remaining"
"89",2378,57000000,58000000,18,0,0,0.995869081665078,0.979449328846919,0.290975447027758,"6 7","remaining"
"90",2416,4000000,5000000,19,0,0,0.999894079017053,0.998046239010094,0.264757540745248,"6 7","remaining"
"91",2417,5000000,6000000,19,0,0,0.999894079017053,0.999276384818554,0.289519462871728,"6 7","remaining"
"92",2418,6000000,7000000,19,0,0,0.999576316068213,0.997612069901227,0.27801928821227,"6 7","remaining"
"93",2421,9000000,10000000,19,0,0,0.986653956148713,0.952639386374326,0.256180841422776,"6 7","remaining"
"94",2422,10000000,11000000,19,0,0,0.999894079017053,0.99533268207967,0.286034585153726,"6 7","remaining"
"95",2436,24000000,25000000,19,0,0,0.999788158034107,0.991171894786353,0.30056457516493,"6 7","remaining"
"96",2439,27000000,28000000,19,0,0,0.997775659358119,0.980028220992076,0.257837676586882,"6 7","remaining"
"97",2456,44000000,45000000,19,0,0,0.999576316068213,0.991316617822642,0.284269747825147,"6 7","remaining"
"98",2457,45000000,46000000,19,0,0,1,0.99688845471978,0.2842566393844,"6 7","remaining"
"99",2459,47000000,48000000,19,0,0,0.998834869187586,0.994355801584717,0.262417886252054,"6 7","remaining"
"100",2465,53000000,54000000,19,0,0,0.999788158034107,0.989905568218821,0.276826251946754,"6 7","remaining"
"101",2541,67000000,68000000,20,0,0,0.749496875331003,0.860812619848764,-0.257477580280536,"6 7","remaining"
