"","bin_ind","bin_start","bin_end","chr_ind","p.value","p.value.adj","seedPct","queryPct","logFC","seedTerritory","queryTerritory"
"42",988,138000000,139000000,6,0,0,0.99775617053104,0.992432965948347,0.417102407268,"2","remaining"
"43",989,139000000,140000000,6,0,0,0.987135377711294,0.986050337226517,0.329027559117056,"2","remaining"
"44",990,140000000,141000000,6,0,0,0.997456993268512,0.992038164171739,0.321740153936861,"2","remaining"
"45",991,141000000,142000000,6,0,0,0.998803290949888,0.995097877940451,0.409611594972419,"2","remaining"
"46",992,142000000,143000000,6,0,0,0.994166043380703,0.994900477052147,0.332131794490793,"2","remaining"
"47",995,145000000,146000000,6,0,0,0.99925205684368,0.997795690080605,0.3267538258757,"2","remaining"
"48",996,146000000,147000000,6,0,0,0.998803290949888,0.997433788452048,0.292939375015074,"2","remaining"
"49",997,147000000,148000000,6,0,0,0.997307404637248,0.993058068761309,0.342225288372156,"2","remaining"
"50",1398,122000000,123000000,9,0,0,0.992370979805535,0.984405329823984,0.254046405356667,"2","remaining"
"51",1548,16000000,17000000,11,0,0,0.938070306656694,0.988846849810824,-0.273594428030232,"2","remaining"
"52",1704,49000000,50000000,12,0,0,0.910994764397906,0.979404507320283,-0.264069272876732,"2","remaining"
"53",1906,9000000,10000000,14,0,0,0.906656694091249,0.9728573778582,-0.266772473471287,"2","remaining"
"54",1909,12000000,13000000,14,0,0,0.91189229618549,0.980358611613752,-0.32396632587521,"2","remaining"
"55",1911,14000000,15000000,14,0,0,0.878384442782349,0.963546635959862,-0.28829904939165,"2","remaining"
"56",1915,18000000,19000000,14,0,0,0.899326851159312,0.983253824642211,-0.287557810046738,"2","remaining"
"57",1917,20000000,21000000,14,0,0,0.967090501121915,0.995295278828755,-0.291612362296655,"2","remaining"
"58",1918,21000000,22000000,14,0,0,0.96020942408377,0.992729067280803,-0.293200744869616,"2","remaining"
"59",1927,30000000,31000000,14,0,0,0.971129394166043,0.995755880901464,-0.286253940571497,"2","remaining"
"60",1961,64000000,65000000,14,0,0,0.964248317127898,0.995459779569008,-0.315839910052141,"2","remaining"
"61",1967,70000000,71000000,14,0,0,0.972625280478684,0.991445961506827,-0.278727825409035,"2","remaining"
"62",1968,71000000,72000000,14,0,0,0.870456245325355,0.969106760980424,-0.298527208097581,"2","remaining"
"63",1978,81000000,82000000,14,0,0,0.908302169035153,0.977660799473598,-0.269446178979007,"2","remaining"
"64",1979,82000000,83000000,14,0,0,0.912041884816754,0.977529198881395,-0.292718248161559,"2","remaining"
"65",1980,83000000,84000000,14,0,0,0.868362004487659,0.976706695180128,-0.384050660227357,"2","remaining"
"66",1981,84000000,85000000,14,0,0,0.873448017950636,0.968119756538904,-0.295478594343663,"2","remaining"
"67",1982,85000000,86000000,14,0,0,0.866566940912491,0.968580358611614,-0.313391136724514,"2","remaining"
"68",1983,86000000,87000000,14,0,0,0.909798055347794,0.974140483632176,-0.287247198497667,"2","remaining"
"69",1985,88000000,89000000,14,0,0,0.865220643231114,0.977167297252838,-0.388783941285731,"2","remaining"
"70",1986,89000000,90000000,14,0,0,0.868511593118923,0.973416680375062,-0.344728651125726,"2","remaining"
"71",1988,91000000,92000000,14,0,0,0.905609573672401,0.976607994735976,-0.296062647156357,"2","remaining"
"72",1989,92000000,93000000,14,0,0,0.872550486163052,0.971146570159566,-0.317073679234323,"2","remaining"
"73",1992,95000000,96000000,14,0,0,0.920119670905011,0.977858200361902,-0.263245040754768,"2","remaining"
"74",1993,96000000,97000000,14,0,0,0.906656694091249,0.980588912650107,-0.287709106026115,"2","remaining"
"75",1994,97000000,98000000,14,0,0,0.933433059087509,0.982628721829248,-0.295632672125499,"2","remaining"
"76",1997,100000000,101000000,14,0,0,0.889902767389678,0.97729889784504,-0.283025836887891,"2","remaining"
"77",2002,105000000,106000000,14,0,0,0.915183246073298,0.980194110873499,-0.255274937558154,"2","remaining"
"78",2004,107000000,108000000,14,0,0,0.864921465968586,0.976509294291824,-0.464796210788915,"2","remaining"
"79",2005,108000000,109000000,14,0,0,0.915332834704563,0.984438229972035,-0.36442422912401,"2","remaining"
"80",2006,109000000,110000000,14,0,0,0.873298429319372,0.972923178154302,-0.380288642344685,"2","remaining"
"81",2007,110000000,111000000,14,0,0,0.858189977561705,0.966145747655864,-0.380131921210768,"2","remaining"
"82",2008,111000000,112000000,14,0,0,0.89887808526552,0.972988978450403,-0.305029835035476,"2","remaining"
"83",2009,112000000,113000000,14,0,0,0.900523560209424,0.980687613094259,-0.329978540645397,"2","remaining"
"84",2010,113000000,114000000,14,0,0,0.922213911742708,0.984734331304491,-0.329608120796426,"2","remaining"
"85",2011,114000000,115000000,14,0,0,0.909498878085266,0.973778582003619,-0.255694850293945,"2","remaining"
"86",2012,115000000,116000000,14,0,0,0.946746447270007,0.982924823161704,-0.296520459875612,"2","remaining"
"87",2015,118000000,119000000,14,0,0,0.915931189229619,0.977397598289192,-0.273176539014113,"2","remaining"
"88",2016,119000000,120000000,14,0,0,0.942109199700823,0.98713604211219,-0.259392488647964,"2","remaining"
"89",2017,120000000,121000000,14,0,0,0.919970082273747,0.98318802434611,-0.265107106923164,"2","remaining"
"90",2018,121000000,122000000,14,0,0,0.971727748691099,0.991840763283435,-0.272366900674359,"2","remaining"
"91",2020,123000000,124000000,14,0,0,0.916379955123411,0.98417502878763,-0.309389559720758,"2","remaining"
"92",2021,124000000,124902244,14,0,0,0.839491398653702,0.964237539068926,-0.326559555923121,"2","remaining"
"93",2036,14000000,15000000,15,0,0,0.928197456993268,0.983813127159072,-0.273323446733824,"2","remaining"
"94",2039,17000000,18000000,15,0,0,0.848616305160808,0.968284257279158,-0.299506211252857,"2","remaining"
"95",2041,19000000,20000000,15,0,0,0.880927449513837,0.96397433788452,-0.25519293834617,"2","remaining"
"96",2042,20000000,21000000,15,0,0,0.906058339566193,0.968021056094752,-0.262547485198835,"2","remaining"
"97",2045,23000000,24000000,15,0,0,0.9018698578908,0.984898832044744,-0.299516471911426,"2","remaining"
"98",2055,33000000,34000000,15,0,0,0.86207928197457,0.960552722487251,-0.278368996225401,"2","remaining"
"99",2057,35000000,36000000,15,0,0,0.927748691099476,0.979700608652739,-0.281029352044709,"2","remaining"
"100",2058,36000000,37000000,15,0,0,0.966043380703067,0.993354170093765,-0.305240454659312,"2","remaining"
"101",2063,41000000,42000000,15,0,0,0.930142109199701,0.979634808356638,-0.282716602133259,"2","remaining"
"102",2068,46000000,47000000,15,0,0,0.897083021690351,0.976443493995723,-0.293326115722986,"2","remaining"
"103",2103,81000000,82000000,15,0,0,0.988930441286462,0.998223392005264,-0.343380747136077,"2","remaining"
"104",2196,69000000,70000000,16,0,0,0.925504861630516,0.976114492515216,-0.259348607813707,"2","remaining"
"105",2221,94000000,95000000,16,0,0,0.951533283470456,0.989504852771838,-0.286793812269645,"2","remaining"
"106",2222,95000000,96000000,16,0,0,0.969483919222139,0.990755058397763,-0.257877392275976,"2","remaining"
"107",2224,97000000,98000000,16,0,0,0.9754674644727,0.994999177496299,-0.258284979030169,"2","remaining"
"108",2339,18000000,19000000,18,0,0,0.909349289454002,0.975949991774963,-0.300200689442443,"2","remaining"
"109",2647,1000000,2000000,21,0,0,0.305609573672401,0.670373416680375,-0.306356133862173,"2","remaining"
"110",2648,2000000,3000000,21,0,0,0.267913238593867,0.626484619180786,-0.284798058704399,"2","remaining"
"111",2738,1,16299,22,0,0,1,1,0.311188112397131,"2","remaining"
